URI,prefLabel,Definition,Source
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/bed_lithosome,Bed lithosome,Lithosome in lithostratigraphic unit that occurs as individual beds interleaved with other constituents on the outcrop (m) scale or larger.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/blocks,Blocks,Geologic unit constituent is present as masses with generally sharp boundaries and block-like geometry within a matrix of some other material emplaced by processes at the earth's surface--e.g. volcanic eruption or mass wasting. Implication is that blocks were derived from the same source geologic unit and emplaced in the described unit.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/concretion,Concretion,"Hard, compact mass or aggregate of mineral matter, normally subsperical but commonly oblate, disc-shaped or irregular. Formed from precipitation from solution about a nucleus or centre. Use as a geologic unit part should be restricted to concretions that are too large to consider as constituents in the rock material that composes the unit.",Neuendorf et al. 2005
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/cyclic_bedding_package,Cyclic bedding package,"Lithosome characterized by an internal sequence of units, which is repeated in a stacked sequence, e.g. fining-upward sequence, thickening upward sequence, bouma sequence.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/enclave,Enclave,General term for a polymineralic aggregate enclosed in a granitoid.,"Cobbing, 2000, Barbarin, 1991"
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/facies,Facies,"Represents a particular body of rock that is a lateral variant of a lithostratigraphic unit, or a variant of a lithodemic unit. Contrast with lithosome in being a particular, connected body of rock, as opposed to a kind of rock body that is repeated in many places in a unit.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/geologic_unit_matrix,Geologic unit matrix,"Lithosome in a geologic unit that is generally interstitial to other constituents, e.g. in a mass wasting deposit, melange, tuff breccia.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/inclusion,Inclusion,Geologic unit constituent is present as masses with generally sharp boundaries enclosed within a matrix of some other material.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/irregular_lithosome,Irregular lithosome,lithosome in a mixed/heterogeneous lithodemic unit that occurs in irregular bodies within unit,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/layer_lithosome,Layer lithosome,lithosome in igneous or metamorphic geologic unit that occurs as layers alternating with other constituents.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/lenticular_lithosome,Lenticular lithosome,"lithosome occurs as discrete lense-shaped bodies, not connected with other bodies.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/lithosome,Lithosome,"A kind of rock body that has multiple occurrences in a single geologic unit. A mass of rock of uniform character, characterized by geometry, composition, and internal structure. Generally denotes rock mass that is the product of a particular rock forming process or related sequence of processes in the containing unit. Example--bouma sequence, point bar sequence. A particular lithosome may be characterized by the presence of blocks, but blocks are not treated as kinds of lithosome because the internal character of the blocks is determined by a separate genetic sequence from the described unit. This vocabulary generalizes the concept defined in Neuendorf et al 2005 to include bodies of igneous or metamorphic rock as well as sedimentary rock. NADM SLTTs (2004) used the term 'lithotope' with similar meaning for sedimentary rocks.",This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/marker_bed,Marker bed,Stratigraphic part that is a thin laterally continuous bed within another unit.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/only_part,Only part,entire described unit consists of a single part or constituent,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/part_of,Part of,The geologic unit part role is not known in any greater detail. Inclusion of Only_part as a separate concept implies that this concept is the equivalent of 'proper part' in mereology.,This vocabulary
http://resource.geosciml.org/classifier/cgi/geologicunitpartrole/pendants,Pendants,"A block of wall rock material in an igneous intrusion. Pendants become xenoliths as the dimension becomes smaller than about 10 m in their longest dimension. Although term pendant has connotation of being suspended or supported from above, this is rarely demonstrable in geologic situations, and the concept here does not require connection to the wall of the containing intrusion.",Base on Neuendorf et al 2005
