URI	prefLabel	Definition	Source
http://resource.geosciml.org/classifier/cgi/eventenvironment/abandoned_channel	abandoned river channel setting	"A drainage channel along which runoff no longer occurs, as on an alluvial fan"	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/eventenvironment/above_carbonate_compensation_depth_setting	above carbonate compensation depth setting	Marine environment in which carbonate sediment does not dissolve before reaching the sea floor and can accumulate.	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventenvironment/abyssal	abyssal setting	The ocean environment at water depths between 3500 and 6000 metres	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/eventenvironment/active_continental_margin_setting	active continental margin setting	Plate margin setting on continental crust.	This vocabulary
http://resource.geosciml.org/classifier/cgi/eventenvironment/active_spreading_center	active spreading center setting	Divergent plate margin at which new oceanic crust is being formed	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventenvironment/aeolian_process_setting	aeolian process setting	"Sedimentary setting in which wind is the dominant process producing, transporting, and depositing sediment. Typically has low-relief plain or piedmont slope physiography."	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventenvironment/algal_flat_setting	algal flat setting	"Modern algal flats are found on rock or mud in areas flooded only by the highest tides and are often subject to high evaporation rates. Algal flats survive only when an area is salty enough to eliminate snails and other herbivorous animals that eat algae, yet is not so salty that the algae cannot survive. The most common species of algae found on algal flats are blue-green algae of the genera Scytonema and Schizothrix. These algae can tolerate the daily extremes in temperature and oxygen that typify conditions on the flats. Other plants sometimes found on algal flats include one-celled green algae, flagellates, diatoms, bacteria, and isolated scrubby red and black mangroves, as well as patches of saltwort. Animals include false cerith, cerion snails, fiddler crabs, and great land crabs. Flats with well developed algal mats are restricted for the most part to the Keys, with Sugarloaf and Crane Keys offering prime examples of algal flat habitat. (Audubon, 1991)"	"http://www.audubonofflorida.org/main/wetlands/chp3.htm, Reading, 1978"
http://resource.geosciml.org/classifier/cgi/eventenvironment/alluvial_fan	alluvial fan setting	"A low, outspread, relatively flat to gently sloping mass of loose rock material, shaped like an open fan or a segment of a cone, deposited by a stream (esp. in a semiarid region) at the place where it issues from a narrow mountain valley upon a plain or broad valley, or where a tributary stream is near or at its junction with the main stream, or wherever a constriction in a valley abruptly ceases or the gradient of the stream suddenly decreases, it is steepest near the mouth of the valley where its apex points upstream, and it slopes gently and convexly outward with gradually decreasing gradient"	"Neuendorf et al., 2005"
http://resource.geosciml.org/classifier/cgi/eventenvironment/alluvial_plain	alluvial plain setting	"An assemblage landforms produced by alluvial and fluvial processes (braided streams, terraces, etc.) that form low gradient, regional ramps along the flanks of mountains and extend great distances from their sources (e.g.high Plains of North America). (NRCS GLOSSARY OF LANDFORM AND GEOLOGIC TERMS). A level or gently sloping tract or a slightly undulating land surface produced by extensive deposition of alluvium... Synonym-- wash plain,...river plain, aggraded valley plain,... (Jackson, 1997, p. 17). May include one or more River plain systems."	"North American Geologic-map Data Model Science Language Technical Team, 2004, Sedimentary materials:science language for their classification, description, and interpretation in digital geologic-map databases, Version 1.0 (12/18/2004): U.S. Geological Survey Open-File Report 2004-1451 appendix C, 595 p., accessed at http://pubs.usgs.gov/of/2004/1451/sltt/appendixC/,"
http://resource.geosciml.org/classifier/cgi/eventenvironment/anoxic_setting	anoxic setting	"Setting depleted in oxygen, typically subaqueous."	this vocabulary
http://resource.geosciml.org/classifier/cgi/eventenvironment/arid_or_semi_arid_environment_setting	arid or semi arid environment setting	"Setting characterized by mean annual precipitation of 10 inches (25 cm) or less. (Jackson, 1997, p. 172). Equivalent to SLTT 'Desert setting', but use 'Arid' to emphasize climatic nature of setting definition."	"North American Geologic-map Data Model Science Language Technical Team, 2004, Sedimentary materials:science language for their classification, description, and interpretation in digital geologic-map databases, Version 1.0 (12/18/2004): U.S. Geological Survey Open-File Report 2004-1451 appendix C, 595 p., accessed at http://pubs.usgs.gov/of/2004/1451/sltt/appendixC/,"
http://resource.geosciml.org/classifier/cgi/eventenvironment/back_arc_setting	back arc setting	Tectonic setting adjacent to a volcanic arc formed above a subduction zone. The back arc setting is on the opposite side of the volcanic arc from the trench at which oceanic crust is consumed in a subduction zone. Back arc setting includes terrane that is affected by plate margin and arc-related processes.	this vocabulary
