URI	prefLabel	Definition	Source
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/compilation	compilation	"Mapped feature geometry derived from one or more published or unpublished data sources, involving some interpretation or generalization by the compiler, not an exact digital reproduction of the sources."	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/direct_observation	direct observation	Indicates that mapped feature was delineated and a specifier assigned by direct visual observation.	"Federal Geographic Data Committee, 2006"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inertial_survey	inertial survey	mapped feature is located by inertial survey methods	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred	inferred	"Indicates that mapped feature is not directly observable, location and specification based on inference from available evidence."	"Federal Geographic Data Committee, 2006"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_aeromagnetic_survey	inferred aeromagnetic survey	Location and specification inferred based on magnetic field data acquired by airborne sensor.	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_borehole_geophysical_log	inferred borehole geophysical log	Location and specification inferred based on measurements made by electronic bore hole logging device(s) that measure geophysical properties.	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_drill_cuttings	inferred drill cuttings	Geologic feature in bore hole inferred based on interpretation of drill cuttings.	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_gravity_data	inferred gravity data	Location and specification inferred based on measured variations in the acceleration of gravity related to mass of underlying Earth material.	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_ground_magnetic_survey	inferred ground magnetic survey	"Location and specification inferred based on magnetic field data acquired by sensor on the earth surface, either at manually occupied stations, or by a vehicle-based continuously collected sensor data."	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_indirect_method	inferred using indirect method	"Location and specification inferred based on properties related to lithology, e.g. geophysical or geochemical signature, vegetation, surface texture, reflectance."	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_projection__observed_locations	inferred projection between observed locations	"Location and specification determined based on inferred continuity with observed locations, and assumption of continuity of the feature."	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_projection_covering_mapped_unit	inferred projection beneath covering mapped unit	"Phenomenon inferred to exist based on continuity with observed locations, and assumption of continuity of the feature. Mappable feature is covered by mapped younger geologic unit. Concealed feature."	"Federal Geographic Data Committee, 2006"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_projection_unmapped_surficial_material	inferred projection beneath unmapped surficial material	"Location and specification determined based on inferred continuity with observed locations, and assumption of continuity of the feature. Not observable because of covering mantle of soil, talus or colluvium, not mapped as separate geologic units."	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_projection_vegetation	inferred projection obscured by vegetation	"Location and specification determined based on inferred continuity with observed locations, and assumption of continuity of the feature. Not observable because of obscuring vegetation, but inferred to crop out at surface."	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_radiometric_survey	inferred radiometric survey	Location and specification inferred based on flux or intensity of radiation related to the decay of radioactive elements in observed Earth material. Use for both airborne and ground-surface based sensor.	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/inferred_remote_sensing_imagery	inferred remote sensing imagery	Location and specification inferred based on spectral characteristics of light measured by airborne or satellite based sensor. Phenomenon visible on standard (visible light) air photographs are considered 'observable'.	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/observed_aerial_imagery	observed in aerial imagery	Phenomenon observed and located using aerial imagery (standard visible light)	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/observed_borehole_core	observed in borehole core	Geologic feature observed in core obtained from a borehole.	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/observed_distant_outcrop	observed distant outcrop	Phenomenon observed and located from a distance.	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/observed_elevation_data	observed based on elevation data	"Geomorphic features located and specified based on surface morphology determined by elevation (or bathemetry) data, e.g.  DEM, LIDAR"	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/observed_outcrop	observed in outcrop	"Phenomenon observed and located directly in outcrop, geologist occupied location of phenomenon, and traced it explicitly over mapped extent."	"based on Matti et al 1997, definition this vocabulary"
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/observed_outcrop__topographic_map_location	observed outcrop  topographic map location	"Phenomenon observed directly in outcrop, and located by positioning on a topographic base map relative to physiographic or cultural features"	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/observed_outcrop_gps_location	observed outcrop gps location	"Phenomenon observed directly in outcrop, and located using GPS"	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/published_map	published map	"Mapped feature geometry was digitized from a published map, specification of feature based on map unit explanation"	this vocabulary
http://resource.geosciml.org/classifier/cgi/mappedfeatureobservationmethod/surveyed	surveyed	mapped feature is located by survey methods	this vocabulary
