URI	prefLabel	Definition	Source
http://resource.geosciml.org/classifier/cgi/contacttype/alteration_facies_contact	alteration facies contact	A metasomatic facies contact separating rocks that have undergone alteration of a particular facies from those that have undergone metasomatism of another facies. Alteration is a kind of metasomatism that does not introduce economically important minerals.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/angular_unconformable_contact	angular unconformable contact	"An unconformable contact between two geological units in which the older, underlying rocks dip at an angle different from the younger, overlying strata, usually in which younger sediments rest upon the eroded surface of tilted or folded older rocks."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/contacttype/buttress_unconformity	buttress unconformity	An unconformity in which onlapping strata are truncated against a steep topographic scarp.	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/contacttype/chronostratigraphic_zone_contact	chronostratigraphic-zone contact	A contact between bodies of material having different ages of origin.	FGDC
http://resource.geosciml.org/classifier/cgi/contacttype/conductivity_contact	conductivity contact	A geophysical contact between bodies of material distinguished based on electrical conductivity characteristics	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/conformable_contact	conformable contact	"A contact separating two geological units in which the layers are formed one above the other in order by regular, uninterrupted deposition under the same general conditions."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/contacttype/contact	contact	"A surface that separates geologic units. Very general concept representing any kind of surface separating two geologic units, including primary boundaries such as depositional contacts, all kinds of unconformities, intrusive contacts, and gradational contacts, as well as faults that separate geologic units."	"adapted from Jackson, 1997, page 137, NADM C1 2004"
http://resource.geosciml.org/classifier/cgi/contacttype/deformation_zone_contact	deformation zone contact	"A lithogenetic bundary separating rock masses that have different deformation structure, e.g. sheared rock against non sheared rock, brecciated rock against non-brecciated rock."	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/density_contact	density contact	"A geophysical contact separating bodies of material with different density characteristics, generally determined through measurement and modelling of gravity variations."	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/depositional_contact	depositional contact	Lithogenetic contact at which a sedimentary or volcanic rock has been deposited on (or against) another rock body. The relationship between the older underlying rocks and younger overlying rocks is unknown or not specfied.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/disconformable_contact	disconformable contact	"An unconformable contact between two geological units in which the bedding of the older, underlying unit is parallel to the bedding of the younger, overlying unit, but in which the contact between the two units is marked by an irregular or uneven surface of appreciable relief."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/contacttype/faulted_contact	faulted contact	A contact separating two bodies of material across which one body has slid past the other.	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/contacttype/geologic_province_contact	geologic province contact	"A contact between regions characterised by their geological history or by similar structural, petrographic or stratigraphic features"	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/contacttype/geophysical_contact	geophysical contact	A contact separating bodies of material in the earth that have different geophysical properties. Use for boundaries that are detected by geophysical sensor techniques as opposed to direct lithologic observation.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/glacial_stationary_line	glacial stationary line	"A boundary between a subglacial geomorphic unit and a periglacial geomorphic unit, marking the maximum extent of glacial cover. This can be thought of as the outcrop of the contact between a glacier and its substrate at some time at each point along the boundary. This contact type is included as an interim concept, assuming that in the future, there will be extensions to account better for geomorphic units and line types."	
http://resource.geosciml.org/classifier/cgi/contacttype/igneous_intrusive_contact	igneous intrusive contact	"An intrusive contact between a younger igneous rock and an older, pre-existing geological unit into which it has been intruded."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
http://resource.geosciml.org/classifier/cgi/contacttype/igneous_phase_contact	igneous phase contact	A lithogenetic contact separating lithologically distinct phases of a single intrusive body. Does not denote nature of contact (intrusive or gradation).	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/impact_structure_boundary	impact structure boundary	surface that bounds a body of rock affected by an extraterrestrial impact event	
http://resource.geosciml.org/classifier/cgi/contacttype/lithogenetic_contact	lithogenetic contact	A non-faulted contact separating bodies of material in the earth that have different lithologic character or geologic history.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/magnetic_contact	magnetic contact	A geophysical contact separating bodies of material distinguished based on properties related to magnetic fields.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/magnetic_polarity_contact	magnetic polarity contact	"A magentic contact between bodies of material with different polarity of remnant magnetization, e.g. between sections of ocean floor with different polarity."	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/magnetic_susceptiblity_contact	magnetic susceptiblity contact	A magnetic contact between bodies of material distinguished based on magnetic susceptibility characteristics.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/magnetization_contact	magnetization contact	A magnetic contact between bodies of material distinguished based on any aspect of  magnetization of material in the units.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/metamorphic_contact	metamorphic contact	"Lithogenetic contact separating rocks that have different lithologic properties related to metamorphism, metasomatism, alteration, or mineralization. Generally separates metamorphic rock bodies, but may separate metamorphosed (broadly speaking) and non-metamorphosed rock."	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/metamorphic_facies_contact	metamorphic facies contact	A metamorphic contact separating rocks that have undergone metamorphism of a particular facies from those that have undergone metamorphism of another facies.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/metasomatic_facies_contact	metasomatic facies contact	A metamorphic contact separating rocks that have undergone metasomatism of a particular facies from those that have undergone metasomatism of another facies. Metasomatism is distinguished from metamorphism by significant changes in bulk chemistry of the affected rock.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/mineralisation_assemblage_contact	mineralisation assemblage contact	A metasomatic facies contact separating rocks which have been mineralised and contain a particular mineral assemblage from those which contain a different assemblage. Mineralization is a kind of metasomatism that introduces ecomomically important minerals.	this vocabulary
http://resource.geosciml.org/classifier/cgi/contacttype/nonconformable_contact	nonconformable contact	"An unconformable contact between an underlying, older nonstratified geological unit (usually intrusive igneous rocks or metamorphics) and an overlying, younger stratified geological unit."	"Neuendorf, K.K.E, Mehl, J.P. & Jackson, J.A. (eds), 2005. Glossary of geology, 5th Edition. American Geological Institute, Alexandria, 779 p."
